ID,Geogname,Gender,Age,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
341,South Shore Health,Total,75 +,1175,25,0,0,0,0,0,0,265,0,0,0,0,0,0,0,195,0,0,115,0,45,0,0,45,0,0,0,0,305,0,0,0,0,50,0,0,40,0,0,0,85,0,0,0,0,0,0,0,0,0
342,South Shore Health,Total,Total,1935,65,0,0,0,0,0,0,370,0,0,0,0,0,0,0,295,0,0,240,0,90,0,0,95,0,0,0,0,465,0,0,0,0,90,0,0,75,0,0,0,145,0,0,0,0,0,0,0,0,0
343,South West Health,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
344,South West Health,Female,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
345,South West Health,Female,35 - 64,170,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,55,0,10,0,0,30,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
346,South West Health,Female,65 -74,155,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,60,0,5,0,0,20,0,0,0,0,5,0,0,0,0,10,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
347,South West Health,Female,75 +,535,10,0,0,0,0,0,0,150,0,0,0,0,0,0,0,85,0,0,120,0,5,0,0,45,0,0,0,0,35,0,0,0,0,15,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0
348,South West Health,Female,Total,880,15,0,0,0,0,0,0,200,0,0,0,0,0,0,0,120,0,0,235,0,20,0,0,100,0,0,0,0,50,0,0,0,0,35,0,0,40,0,0,0,70,0,0,0,0,0,0,0,0,0
349,South West Health,Male,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
350,South West Health,Male,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,South West Health,Male,35 - 64,135,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0
352,South West Health,Male,65 -74,200,15,0,0,0,0,0,0,45,0,0,0,0,0,0,0,45,0,0,0,0,10,0,0,0,0,0,0,0,65,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
353,South West Health,Male,75 +,650,20,0,0,0,0,0,0,150,0,0,0,0,0,0,0,135,0,0,0,0,15,0,0,0,0,0,0,0,250,0,0,0,0,15,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0
354,South West Health,Male,Total,995,40,0,0,0,0,0,0,220,0,0,0,0,0,0,0,205,0,0,0,0,30,0,0,0,0,0,0,0,360,0,0,0,0,40,0,0,45,0,0,0,60,0,0,0,0,0,0,0,0,0
355,South West Health,Total,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
356,South West Health,Total,20 - 34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
357,South West Health,Total,35 - 64,305,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,55,0,15,0,0,30,0,0,0,0,55,0,0,0,0,20,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
358,South West Health,Total,65 -74,355,15,0,0,0,0,0,0,75,0,0,0,0,0,0,0,65,0,0,60,0,10,0,0,20,0,0,0,0,70,0,0,0,0,20,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
359,South West Health,Total,75 +,1185,30,0,0,0,0,0,0,295,0,0,0,0,0,0,0,220,0,0,120,0,20,0,0,45,0,0,0,0,285,0,0,0,0,30,0,0,65,0,0,0,80,0,0,0,0,0,0,0,0,0
360,South West Health,Total,Total,1875,55,0,0,0,0,0,0,420,0,0,0,0,0,0,0,325,0,0,235,0,50,0,0,100,0,0,0,0,410,0,0,0,0,75,0,0,85,0,0,0,130,0,0,0,0,0,0,0,0,0
361,Annapolis Valley Health,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Annapolis Valley Health,Female,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
363,Annapolis Valley Health,Female,35 - 64,195,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,15,0,0,80,0,20,0,0,15,0,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
364,Annapolis Valley Health,Female,65 -74,195,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,0,70,0,5,0,0,30,0,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
365,Annapolis Valley Health,Female,75 +,565,10,0,0,0,0,0,0,155,0,0,0,0,0,0,0,90,0,0,125,0,10,0,0,55,0,0,0,0,30,0,0,0,0,15,0,0,25,0,0,0,50,0,0,0,0,0,0,0,0,0
366,Annapolis Valley Health,Female,Total,980,20,0,0,0,0,0,0,200,0,0,0,0,0,0,0,130,0,0,275,0,40,0,0,105,0,0,0,0,50,0,0,0,0,35,0,0,45,0,0,0,80,0,0,0,0,0,0,0,0,0
367,Annapolis Valley Health,Male,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Annapolis Valley Health,Male,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
369,Annapolis Valley Health,Male,35 - 64,155,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,0,0,20,0,0,0,0,0,0,0,35,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
370,Annapolis Valley Health,Male,65 -74,260,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,0,0,0,0,0,110,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
371,Annapolis Valley Health,Male,75 +,770,25,0,0,0,0,0,0,165,0,0,0,0,0,0,0,155,0,0,0,0,25,0,0,0,0,0,0,0,300,0,0,0,0,20,0,0,35,0,0,0,40,0,0,0,0,0,0,0,0,0
372,Annapolis Valley Health,Male,Total,1210,50,0,0,0,0,0,0,245,0,0,0,0,0,0,0,215,0,0,0,0,55,0,0,0,0,0,0,0,455,0,0,0,0,45,0,0,55,0,0,0,85,0,0,0,0,0,0,0,0,0
373,Annapolis Valley Health,Total,0 - 19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
374,Annapolis Valley Health,Total,20 - 34,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
375,Annapolis Valley Health,Total,35 - 64,350,15,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,80,0,40,0,0,15,0,0,0,0,40,0,0,0,0,20,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0
376,Annapolis Valley Health,Total,65 -74,455,15,0,0,0,0,0,0,75,0,0,0,0,0,0,0,65,0,0,70,0,15,0,0,30,0,0,0,0,120,0,0,0,0,15,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
377,Annapolis Valley Health,Total,75 +,1335,35,0,0,0,0,0,0,320,0,0,0,0,0,0,0,245,0,0,125,0,40,0,0,55,0,0,0,0,330,0,0,0,0,40,0,0,60,0,0,0,90,0,0,0,0,0,0,0,0,0
378,Annapolis Valley Health,Total,Total,2190,70,0,0,0,0,0,0,445,0,0,0,0,0,0,0,350,0,0,275,0,100,0,0,105,0,0,0,0,500,0,0,0,0,80,0,0,100,0,0,0,165,0,0,0,0,0,0,0,0,0
379,Colchester East Hants Health Authority,Female,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Colchester East Hants Health Authority,Female,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
381,Colchester East Hants Health Authority,Female,35 - 64,205,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,80,0,15,0,0,30,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
382,Colchester East Hants Health Authority,Female,65 -74,155,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,60,0,5,0,0,25,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
383,Colchester East Hants Health Authority,Female,75 +,450,5,0,0,0,0,0,0,120,0,0,0,0,0,0,0,80,0,0,95,0,15,0,0,40,0,0,0,0,25,0,0,0,0,25,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0
384,Colchester East Hants Health Authority,Female,Total,840,15,0,0,0,0,0,0,170,0,0,0,0,0,0,0,115,0,0,235,0,35,0,0,105,0,0,0,0,30,0,0,0,0,45,0,0,30,0,0,0,55,0,0,0,0,0,0,0,0,0
385,Colchester East Hants Health Authority,Male,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
386,Colchester East Hants Health Authority,Male,20 - 34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
387,Colchester East Hants Health Authority,Male,35 - 64,150,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,30,0,0,0,0,20,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
388,Colchester East Hants Health Authority,Male,65 -74,205,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0,70,0,0,0,0,5,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
389,Colchester East Hants Health Authority,Male,75 +,595,30,0,0,0,0,0,0,120,0,0,0,0,0,0,0,125,0,0,0,0,10,0,0,0,0,0,0,0,235,0,0,0,0,20,0,0,20,0,0,0,30,0,0,0,0,0,0,0,0,0
390,Colchester East Hants Health Authority,Male,Total,975,55,0,0,0,0,0,0,200,0,0,0,0,0,0,0,180,0,0,0,0,40,0,0,0,0,0,0,0,345,0,0,0,0,50,0,0,30,0,0,0,75,0,0,0,0,0,0,0,0,0
391,Colchester East Hants Health Authority,Total,0 - 19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
392,Colchester East Hants Health Authority,Total,20 - 34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
393,Colchester East Hants Health Authority,Total,35 - 64,350,15,0,0,0,0,0,0,55,0,0,0,0,0,0,0,35,0,0,80,0,35,0,0,30,0,0,0,0,35,0,0,0,0,35,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0
394,Colchester East Hants Health Authority,Total,65 -74,355,15,0,0,0,0,0,0,70,0,0,0,0,0,0,0,60,0,0,60,0,10,0,0,25,0,0,0,0,75,0,0,0,0,10,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0
395,Colchester East Hants Health Authority,Total,75 +,1045,35,0,0,0,0,0,0,245,0,0,0,0,0,0,0,205,0,0,95,0,25,0,0,40,0,0,0,0,260,0,0,0,0,45,0,0,35,0,0,0,60,0,0,0,0,0,0,0,0,0
396,Colchester East Hants Health Authority,Total,Total,1815,70,0,0,0,0,0,0,370,0,0,0,0,0,0,0,300,0,0,240,0,75,0,0,105,0,0,0,0,375,0,0,0,0,100,0,0,60,0,0,0,130,0,0,0,0,0,0,0,0,0
397,Cumberland Health Authority,Female,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Cumberland Health Authority,Female,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
399,Cumberland Health Authority,Female,35 - 64,95,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,35,0,5,0,0,15,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
400,Cumberland Health Authority,Female,65 -74,85,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,30,0,5,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
401,Cumberland Health Authority,Female,75 +,320,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,50,0,0,75,0,5,0,0,25,0,0,0,0,20,0,0,0,0,15,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
402,Cumberland Health Authority,Female,Total,510,10,0,0,0,0,0,0,120,0,0,0,0,0,0,0,75,0,0,140,0,15,0,0,45,0,0,0,0,25,0,0,0,0,30,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
403,Cumberland Health Authority,Male,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Cumberland Health Authority,Male,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
405,Cumberland Health Authority,Male,35 - 64,70,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
406,Cumberland Health Authority,Male,65 -74,120,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,45,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
407,Cumberland Health Authority,Male,75 +,375,10,0,0,0,0,0,0,90,0,0,0,0,0,0,0,90,0,0,0,0,5,0,0,0,0,0,0,0,135,0,0,0,0,10,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
408,Cumberland Health Authority,Male,Total,580,20,0,0,0,0,0,0,130,0,0,0,0,0,0,0,115,0,0,0,0,20,0,0,0,0,0,0,0,200,0,0,0,0,30,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0
409,Cumberland Health Authority,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,Cumberland Health Authority,Total,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
411,Cumberland Health Authority,Total,35 - 64,165,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,15,0,0,35,0,15,0,0,15,0,0,0,0,15,0,0,0,0,20,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
412,Cumberland Health Authority,Total,65 -74,205,5,0,0,0,0,0,0,40,0,0,0,0,0,0,0,35,0,0,30,0,10,0,0,5,0,0,0,0,50,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
413,Cumberland Health Authority,Total,75 +,695,15,0,0,0,0,0,0,185,0,0,0,0,0,0,0,140,0,0,75,0,10,0,0,25,0,0,0,0,150,0,0,0,0,25,0,0,30,0,0,0,40,0,0,0,0,0,0,0,0,0
414,Cumberland Health Authority,Total,Total,1090,30,0,0,0,0,0,0,250,0,0,0,0,0,0,0,185,0,0,145,0,35,0,0,45,0,0,0,0,225,0,0,0,0,60,0,0,40,0,0,0,75,0,0,0,0,0,0,0,0,0
415,Pictou County Health Authority,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Pictou County Health Authority,Female,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
417,Pictou County Health Authority,Female,35 - 64,140,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,50,0,10,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
418,Pictou County Health Authority,Female,65 -74,120,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,45,0,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
419,Pictou County Health Authority,Female,75 +,385,5,0,0,0,0,0,0,100,0,0,0,0,0,0,0,65,0,0,85,0,5,0,0,35,0,0,0,0,20,0,0,0,0,10,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
420,Pictou County Health Authority,Female,Total,665,10,0,0,0,0,0,0,135,0,0,0,0,0,0,0,105,0,0,180,0,25,0,0,80,0,0,0,0,30,0,0,0,0,25,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0
421,Pictou County Health Authority,Male,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,Pictou County Health Authority,Male,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
423,Pictou County Health Authority,Male,35 - 64,95,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
424,Pictou County Health Authority,Male,65 -74,145,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,55,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
425,Pictou County Health Authority,Male,75 +,480,15,0,0,0,0,0,0,110,0,0,0,0,0,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,200,0,0,0,0,10,0,0,20,0,0,0,25,0,0,0,0,0,0,0,0,0
426,Pictou County Health Authority,Male,Total,735,25,0,0,0,0,0,0,160,0,0,0,0,0,0,0,135,0,0,0,0,20,0,0,0,0,0,0,0,280,0,0,0,0,25,0,0,30,0,0,0,50,0,0,0,0,0,0,0,0,0
427,Pictou County Health Authority,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
428,Pictou County Health Authority,Total,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
429,Pictou County Health Authority,Total,35 - 64,235,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,30,0,0,50,0,15,0,0,20,0,0,0,0,30,0,0,0,0,10,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0
430,Pictou County Health Authority,Total,65 -74,265,5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,55,0,0,45,0,5,0,0,15,0,0,0,0,60,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
431,Pictou County Health Authority,Total,75 +,870,20,0,0,0,0,0,0,210,0,0,0,0,0,0,0,155,0,0,85,0,15,0,0,35,0,0,0,0,220,0,0,0,0,20,0,0,40,0,0,0,60,0,0,0,0,0,0,0,0,0
432,Pictou County Health Authority,Total,Total,1400,35,0,0,0,0,0,0,295,0,0,0,0,0,0,0,240,0,0,180,0,45,0,0,80,0,0,0,0,310,0,0,0,0,50,0,0,65,0,0,0,105,0,0,0,0,0,0,0,0,0
433,Guysborough Antigonish Strait Health Authority,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Guysborough Antigonish Strait Health Authority,Female,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
435,Guysborough Antigonish Strait Health Authority,Female,35 - 64,115,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,55,0,5,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
436,Guysborough Antigonish Strait Health Authority,Female,65 -74,115,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,20,0,0,35,0,5,0,0,20,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
437,Guysborough Antigonish Strait Health Authority,Female,75 +,345,5,0,0,0,0,0,0,95,0,0,0,0,0,0,0,55,0,0,75,0,10,0,0,30,0,0,0,0,20,0,0,0,0,10,0,0,10,0,0,0,30,0,0,0,0,0,0,0,0,0
438,Guysborough Antigonish Strait Health Authority,Female,Total,590,10,0,0,0,0,0,0,120,0,0,0,0,0,0,0,85,0,0,170,0,20,0,0,65,0,0,0,0,30,0,0,0,0,25,0,0,20,0,0,0,50,0,0,0,0,0,0,0,0,0
439,Guysborough Antigonish Strait Health Authority,Male,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Guysborough Antigonish Strait Health Authority,Male,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Guysborough Antigonish Strait Health Authority,Male,35 - 64,75,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
442,Guysborough Antigonish Strait Health Authority,Male,65 -74,160,10,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
443,Guysborough Antigonish Strait Health Authority,Male,75 +,530,25,0,0,0,0,0,0,125,0,0,0,0,0,0,0,105,0,0,0,0,15,0,0,0,0,0,0,0,200,0,0,0,0,10,0,0,15,0,0,0,35,0,0,0,0,0,0,0,0,0
444,Guysborough Antigonish Strait Health Authority,Male,Total,785,40,0,0,0,0,0,0,180,0,0,0,0,0,0,0,140,0,0,0,0,25,0,0,0,0,0,0,0,285,0,0,0,0,30,0,0,25,0,0,0,50,0,0,0,0,0,0,0,0,0
445,Guysborough Antigonish Strait Health Authority,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
446,Guysborough Antigonish Strait Health Authority,Total,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
447,Guysborough Antigonish Strait Health Authority,Total,35 - 64,190,5,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,55,0,15,0,0,10,0,0,0,0,25,0,0,0,0,15,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
448,Guysborough Antigonish Strait Health Authority,Total,65 -74,275,15,0,0,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,35,0,10,0,0,20,0,0,0,0,65,0,0,0,0,10,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
449,Guysborough Antigonish Strait Health Authority,Total,75 +,875,30,0,0,0,0,0,0,220,0,0,0,0,0,0,0,160,0,0,75,0,20,0,0,30,0,0,0,0,220,0,0,0,0,25,0,0,25,0,0,0,70,0,0,0,0,0,0,0,0,0
